PROVINCIA,EMPLEADOS,VENTAS,ENDEUDAMIENTO_CORTO_PLAZO,FONDO_MANIOBRA,FONDOS_PROPIOS,ScoreBinario,DummieConcursoAcreedores,DummieReclamaciones,DummieIncidencias,AñosConstitucion,CNAE_Categorias,$T-Bietápico,$O-Anomaly
MADRID,6.000,932025.860,271532.100,316579.590,332399.620,0,0,0,0,21.000,7,clúster-8,F
GIRONA,23.000,2238969.340,522411.090,438397.950,459970.280,0,0,0,0,29.000,3,clúster-5,F
VALENCIA,0.000,269493.420,242693.750,-53702.590,278809.580,0,0,0,0,20.000,6,clúster-8,F
ARABA,2.000,307207.880,233864.460,77161.430,76760.650,0,0,0,0,20.000,7,clúster-8,F
GIRONA,9.000,990817.760,99717.020,70397.880,185244.320,0,0,0,0,24.000,17,clúster-6,F
MALAGA,4.000,116354.370,299734.160,-236435.310,-184148.590,1,0,1,0,15.000,6,clúster-3,T
CORUÑA (A),12.000,3855943.200,334898.720,1032023.990,1268000.240,0,0,0,0,37.000,7,clúster-5,F
ZARAGOZA,15.000,3249402.670,732796.520,476391.710,592094.360,0,0,0,0,19.000,8,clúster-8,F
PONTEVEDRA,7.000,405917.570,465623.830,-72025.550,155617.820,0,0,0,0,18.000,3,clúster-4,F
ALBACETE,1.000,71243.620,961336.930,-47696.800,-38431.240,0,0,0,0,16.000,6,clúster-4,F
CIUDAD REAL,2.000,55770.180,18180.580,238935.020,238935.020,0,0,0,0,19.000,6,clúster-8,F
MADRID,2.000,119058.290,48454.990,225061.090,146651.960,0,0,0,0,22.000,7,clúster-7,F
BARCELONA,33.000,3445587.610,520441.150,493716.530,578590.260,0,0,0,0,29.000,3,clúster-5,F
PONTEVEDRA,1.000,414873.110,139529.270,-22780.170,574799.580,0,0,0,0,39.000,4,clúster-5,F
ARABA,1.000,145644.800,350012.320,-21353.300,165559.320,0,0,0,0,27.000,7,clúster-6,F
ALMERIA,15.000,3751198.190,1635409.650,17229.460,549163.210,0,0,0,0,18.000,3,clúster-4,F
MALAGA,21.000,3840734.700,766970.020,1351566.560,1382076.140,0,0,0,0,19.000,7,clúster-8,F
BADAJOZ,2.000,122785.960,17636.650,32205.210,51072.420,0,0,0,0,25.000,19,clúster-6,F
SORIA,1.000,102217.490,10322.250,71882.570,183916.400,0,0,0,0,25.000,9,clúster-6,F
CADIZ,6.000,322956.840,64405.760,47272.000,83749.950,0,0,0,0,20.000,7,clúster-8,F
ARABA,1.000,362074.370,1225217.180,-644712.020,-117968.770,0,0,0,0,20.000,3,clúster-8,F
JAEN,2.000,262145.110,130639.530,327732.720,493632.370,0,0,0,0,19.000,7,clúster-8,F
PONTEVEDRA,1.000,115223.120,21677.710,68254.640,68482.780,0,0,0,0,19.000,14,clúster-8,F
CIUDAD REAL,5.000,295427.410,180225.810,21672.090,78878.050,0,0,0,0,29.000,3,clúster-5,F
PONTEVEDRA,20.000,2166856.860,193493.680,1516961.420,2139053.900,0,0,0,0,59.000,7,clúster-5,F
PONTEVEDRA,2.000,490252.000,95737.200,235345.790,268608.390,0,0,0,0,18.000,1,clúster-4,F
CIUDAD REAL,2.000,1537341.290,66997.800,186600.620,203384.790,0,0,0,0,17.000,7,clúster-4,F
TARRAGONA,2.000,1351013.460,423145.480,176217.980,106079.710,0,0,0,0,16.000,7,clúster-4,F
VALENCIA,10.000,791761.990,272849.890,265724.780,130868.530,0,0,0,0,24.000,3,clúster-6,F
CIUDAD REAL,6.000,647222.700,126116.840,709293.680,2151605.410,0,0,0,0,29.000,7,clúster-5,F
VALENCIA,4.000,431155.970,42340.600,52045.020,113620.100,0,0,0,0,26.000,9,clúster-6,F
MADRID,1.000,42160.720,156161.620,-145823.420,-84830.490,0,0,1,0,25.000,18,clúster-6,F
VALENCIA,6.000,593871.400,131176.680,202878.660,120468.310,1,0,0,0,24.000,3,clúster-6,F
BARCELONA,1.000,70056.750,19646.700,19495.720,109253.820,0,0,0,0,22.000,6,clúster-7,F
VALENCIA,25.000,3938329.400,1108455.810,361994.760,460374.990,0,0,0,0,17.000,3,clúster-4,F
CORUÑA (A),3.000,196370.280,32807.550,95160.450,126931.900,0,0,0,0,17.000,3,clúster-4,F
ALICANTE,7.000,278440.690,249422.650,110539.160,104766.900,0,0,0,0,16.000,6,clúster-4,F
CANTABRIA,3.000,250051.020,43079.340,48596.480,-152138.220,0,0,0,0,20.000,7,clúster-8,F
GIRONA,1.000,24022.480,240598.000,-237837.140,-21022.550,0,0,0,0,24.000,7,clúster-6,F
MADRID,2.000,310131.720,208630.510,-150029.000,7004512.480,0,0,0,0,17.000,12,clúster-4,F
CORDOBA,1.000,47648.280,42270.400,-3743.510,189430.050,0,0,0,0,22.000,1,clúster-7,F
BADAJOZ,3.000,382705.750,174721.690,-13939.020,6966.280,0,0,0,0,40.000,7,clúster-5,F
GIRONA,1.000,112095.870,15385.580,13252.760,22894.840,0,0,0,0,30.000,13,clúster-5,F
MADRID,4.000,126794.640,142413.410,-71786.710,-29281.050,0,0,0,0,17.000,3,clúster-4,F
ILLES BALEARS,20.000,1818723.250,506234.460,143309.530,275668.980,0,0,0,0,19.000,7,clúster-8,F
BURGOS,5.000,301708.700,120531.700,-51649.760,29362.150,0,0,0,0,15.000,6,clúster-3,F
PONTEVEDRA,6.000,3689125.210,555870.320,966124.680,706567.730,0,0,0,0,28.000,7,clúster-5,F
VALLADOLID,14.000,2265332.600,442505.900,391864.360,571836.900,0,0,0,0,15.000,8,clúster-3,F
BARCELONA,1.000,51582.490,186568.740,-107039.480,37866.220,0,0,0,0,23.000,6,clúster-7,F
GUADALAJARA,5.000,3002455.360,659472.230,1002626.540,1099876.040,0,0,0,0,26.000,7,clúster-6,F
CADIZ,17.000,1119969.890,114518.380,439702.440,875494.470,0,0,0,0,26.000,7,clúster-6,F
CANTABRIA,20.000,2027021.250,335204.610,1004751.630,1153631.870,0,0,0,0,24.000,7,clúster-6,F
GIPUZKOA,2.000,194936.600,73948.310,46399.650,51299.440,0,0,0,0,24.000,7,clúster-6,F
ZARAGOZA,1.000,34138.440,33745.730,-12982.990,-23856.290,0,0,0,0,16.000,3,clúster-4,F
GIRONA,25.000,1624189.180,61498.750,784189.890,1658385.860,0,0,0,0,18.000,10,clúster-4,F
VALENCIA,1.000,1133229.820,252740.650,82088.800,54691.870,0,0,0,0,18.000,7,clúster-4,F
PONTEVEDRA,0.000,84431.760,163100.210,22191.550,14423.730,0,0,0,0,30.000,3,clúster-5,F
BARCELONA,2.000,632664.370,132077.050,1927271.950,1978193.110,0,0,0,0,21.000,6,clúster-8,F
ZARAGOZA,2.000,72898.310,162642.120,140486.560,148384.490,0,0,0,0,29.000,7,clúster-5,F
BARCELONA,1.000,0.000,15708.940,493879.170,1046855.990,0,0,0,0,28.000,12,clúster-5,F
GIRONA,2.000,164692.280,3885.290,3053.900,23668.430,0,0,0,0,24.000,9,clúster-6,F
BARCELONA,1.000,141322.610,241887.900,251715.970,312232.860,0,0,0,0,21.000,13,clúster-8,F
PONTEVEDRA,1.000,21350.160,339401.110,-287128.780,943996.040,0,0,0,0,29.000,1,clúster-5,F
VALLADOLID,2.000,1947018.370,165184.800,528228.370,735604.880,0,0,0,0,26.000,7,clúster-6,F
VALLADOLID,3.000,216116.960,40095.190,25476.750,108235.650,0,0,0,0,18.000,8,clúster-4,F
ZARAGOZA,8.000,535587.520,117010.480,127097.600,187627.110,0,0,0,0,26.000,3,clúster-6,F
ZAMORA,2.000,87078.870,33694.810,266559.160,35362.030,0,0,0,0,20.000,7,clúster-8,F
LAS PALMAS,1.000,214375.280,204538.320,223978.110,201284.830,0,0,0,0,34.000,7,clúster-5,F
CADIZ,1.000,74790.040,186226.910,-165784.410,-165697.850,0,0,0,0,19.000,12,clúster-8,F
CASTELLON,4.000,149999.720,116028.930,-8273.080,23832.400,0,0,0,0,30.000,7,clúster-5,F
BARCELONA,1.000,6062.550,1916279.600,470925.950,470139.790,0,0,0,0,29.000,6,clúster-5,F
TARRAGONA,5.000,778796.980,322624.890,-112973.380,86969.980,0,0,0,0,24.000,8,clúster-6,F
BARCELONA,1.000,191057.810,105919.710,22098.760,24880.940,0,0,0,0,15.000,13,clúster-3,F
BARCELONA,5.000,1360718.480,320529.640,219022.600,259435.400,0,0,0,0,19.000,6,clúster-8,F
CASTELLON,1.000,52170.490,37104.980,33673.240,41635.180,0,0,0,0,19.000,10,clúster-8,F
SEVILLA,1.000,56753.920,160059.890,176163.050,672023.290,0,0,0,0,29.000,1,clúster-5,F
GIPUZKOA,7.000,883185.040,193016.810,165737.560,166132.870,0,0,0,0,19.000,3,clúster-8,F
ZARAGOZA,1.000,65075.300,39011.610,-19461.790,-12991.960,0,0,1,0,14.000,13,clúster-3,F
VALENCIA,6.000,1646607.340,671445.690,-5912.510,121467.550,0,0,0,0,24.000,7,clúster-6,F
CORUÑA (A),2.000,180755.690,111405.160,-74814.400,-67775.580,1,0,0,0,28.000,9,clúster-5,F
TERUEL,2.000,5865560.260,1273583.310,-478714.290,53997.420,0,0,0,0,21.000,7,clúster-8,F
LAS PALMAS,12.000,573236.690,86676.140,476465.320,533007.910,0,0,0,0,21.000,14,clúster-8,F
ILLES BALEARS,4.000,136330.970,15323.530,466765.600,1443842.100,0,0,0,0,16.000,13,clúster-4,F
CADIZ,1.000,221527.000,-57555.250,167403.400,659659.020,0,0,0,0,13.000,6,clúster-3,F
SANTA CRUZ DE TENERIFE,4.000,238213.760,43707.420,349131.610,1011582.130,0,0,0,0,29.000,9,clúster-5,F
ASTURIAS,2.000,204916.790,149284.750,186935.990,47629.800,1,0,0,0,23.000,7,clúster-7,F
ZARAGOZA,7.000,591871.820,69073.160,31608.880,282774.810,0,0,0,0,22.000,13,clúster-7,F
ZARAGOZA,14.000,910019.610,127215.610,759152.060,1806216.690,0,0,0,0,34.000,6,clúster-5,F
ASTURIAS,3.000,960858.810,219492.900,310339.590,374375.850,0,0,0,0,20.000,7,clúster-8,F
PONTEVEDRA,2.000,49491.010,36419.370,34650.350,28825.840,0,0,0,0,25.000,6,clúster-6,F
ASTURIAS,2.000,67427.100,19801.840,35352.480,80240.710,0,0,0,0,25.000,9,clúster-6,F
BARCELONA,8.000,298327.150,76741.040,-43763.210,-80243.590,0,0,0,0,18.000,16,clúster-4,F
MADRID,2.000,186586.480,71624.630,-16957.560,55240.960,0,0,0,0,30.000,3,clúster-5,F
BARCELONA,1.000,98141.350,10528.880,31256.810,51057.950,0,0,0,0,26.000,7,clúster-6,F
BARCELONA,5.000,211730.480,15683.640,72960.670,75678.450,0,0,0,0,25.000,17,clúster-6,F
VALENCIA,17.000,2922609.330,913056.730,64260.070,215446.750,0,0,0,0,14.000,3,clúster-3,F
PONTEVEDRA,16.000,7683663.850,338126.230,1198109.850,1482254.270,0,0,0,0,30.000,7,clúster-5,F
ILLES BALEARS,7.000,0.000,42467.610,-42212.490,-38078.420,0,0,0,0,14.000,9,clúster-3,F
SANTA CRUZ DE TENERIFE,6.000,399698.770,147671.780,-127444.720,245010.870,0,0,0,0,19.000,6,clúster-8,F
MALAGA,1.000,6000.000,128349.150,682574.990,3250849.890,0,0,0,0,16.000,12,clúster-4,F
MADRID,5.000,413642.510,195727.080,-19444.960,22215.290,0,0,0,0,27.000,3,clúster-6,F
ZARAGOZA,50.000,2473301.020,783536.280,173577.210,728845.140,0,0,0,0,22.000,8,clúster-7,F
BURGOS,1.000,75770.030,129532.250,-98615.240,6143.050,0,0,0,0,18.000,4,clúster-4,F
ALICANTE,0.000,0.000,0.000,270000.000,114793.600,0,0,0,0,17.000,6,clúster-4,F
BARCELONA,2.000,130631.170,57279.560,57567.100,28249.600,0,0,0,0,25.000,13,clúster-6,F
MALAGA,1.000,63579.490,41894.780,-37662.140,-35034.640,0,0,0,0,19.000,9,clúster-8,F
VALENCIA,6.000,584118.340,214393.940,-48104.110,10235.290,0,0,0,0,15.000,7,clúster-3,F
BARCELONA,1.000,110336.240,74708.430,61586.350,58125.530,0,0,0,0,15.000,3,clúster-3,F
GIRONA,14.000,5300346.100,1531807.420,427838.670,1180496.620,0,0,0,0,25.000,3,clúster-6,F
GIRONA,1.000,19120.360,115473.830,-89506.760,-38106.830,0,0,0,0,49.000,3,clúster-5,F
BARCELONA,6.000,3140535.390,753231.980,1009787.240,1118953.700,0,0,0,0,15.000,7,clúster-3,F
ZAMORA,7.000,468525.850,215925.280,-55627.980,76453.470,0,0,0,0,20.000,6,clúster-8,F
VALENCIA,7.000,1446570.520,242913.580,907716.910,91282.340,0,0,0,0,15.000,3,clúster-3,F
PONTEVEDRA,11.000,7658643.050,1435797.680,410833.690,537232.870,0,0,0,0,25.000,7,clúster-6,F
BARCELONA,1.000,249653.260,17604.360,24131.710,34003.310,0,0,0,0,27.000,7,clúster-6,F
NAVARRA,3.000,294424.900,209863.870,-55097.180,-64692.470,0,0,0,0,22.000,3,clúster-7,F
VALENCIA,1.000,115104.620,26828.400,24530.590,33872.260,0,0,0,0,15.000,6,clúster-3,F
AVILA,4.000,307710.930,280697.160,-200760.440,62288.580,0,0,0,0,14.000,3,clúster-3,F
LLEIDA,6.000,167969.070,1155703.410,-873576.480,-1850567.340,0,0,0,0,13.000,1,clúster-3,F
BARCELONA,4.000,441330.740,81625.650,-23500.440,6345.490,0,0,0,0,22.000,7,clúster-7,F
MALAGA,1.000,863714.240,465685.590,-328141.630,2691908.380,0,0,0,0,17.000,8,clúster-4,F
GIRONA,3.000,342964.620,61305.770,92012.720,92214.760,0,0,0,0,18.000,3,clúster-4,F
VALENCIA,49.000,5082187.270,2089906.310,673376.460,1422092.210,0,0,0,0,21.000,3,clúster-8,F
SEVILLA,2.000,62007.980,177236.190,18666.140,18666.140,0,0,0,0,19.000,7,clúster-8,F
SANTA CRUZ DE TENERIFE,3.000,549008.020,122085.380,99823.430,201497.990,0,0,0,0,23.000,7,clúster-7,F
BIZKAIA,46.000,3632725.040,2497596.170,-1429770.090,-737463.170,1,0,0,0,20.000,3,clúster-8,F
PONTEVEDRA,1.000,114233.420,313275.400,-175722.950,-71864.390,0,0,0,0,25.000,6,clúster-6,F
MADRID,16.000,918469.360,106616.320,343929.950,406350.210,0,0,0,0,29.000,10,clúster-5,F
MURCIA,6.000,481722.620,286846.010,127007.430,299984.940,0,0,0,0,18.000,7,clúster-4,F
CORDOBA,4.000,81645.210,153132.760,-6255.250,5376.890,0,0,0,0,18.000,6,clúster-4,F
CUENCA,1.000,108352.190,17921.800,134484.820,151597.830,0,0,0,0,23.000,7,clúster-7,F
SALAMANCA,5.000,104505.000,216319.860,58970.620,95324.020,0,0,0,0,14.000,1,clúster-3,F
LUGO,3.000,248958.920,850779.280,-465155.810,-388868.740,1,0,0,0,26.000,3,clúster-6,F
SEVILLA,4.000,98435.240,809.000,8821.370,36646.850,0,0,0,0,23.000,7,clúster-7,F
VALENCIA,18.000,1092384.160,546925.750,104217.600,286813.100,0,0,0,0,21.000,10,clúster-8,F
MADRID,0.000,35658.460,12728.710,27806.620,28050.650,0,0,0,0,21.000,1,clúster-8,F
VALENCIA,1.000,143047.630,293972.140,-148430.220,27540.690,0,0,0,0,16.000,3,clúster-4,F
BARCELONA,2.000,109323.410,72595.740,-8263.690,47568.440,0,0,0,0,31.000,3,clúster-5,F
MADRID,1.000,343572.040,11944.710,140310.620,168751.740,0,0,0,0,26.000,7,clúster-6,F
MADRID,2.000,31520.000,185840.320,230466.520,1430038.590,0,0,0,0,18.000,12,clúster-4,F
GIRONA,5.000,0.000,52719.740,-44594.580,76661.510,0,0,0,0,16.000,12,clúster-4,F
CORUÑA (A),4.000,99190.120,87723.240,91383.900,270278.830,0,0,0,0,23.000,3,clúster-7,F
ASTURIAS,1.000,112315.070,74313.410,-21949.400,19478.140,0,0,0,0,29.000,3,clúster-5,F
VALENCIA,1.000,38734.630,7490.990,43302.500,3005.500,0,0,0,0,25.000,7,clúster-6,F
CASTELLON,2.000,246583.990,52024.790,3084.520,-4190.410,0,0,0,0,26.000,8,clúster-6,F
HUESCA,1.000,2256834.160,11897.050,891345.510,206108.110,0,0,0,0,24.000,1,clúster-6,F
LAS PALMAS,2.000,4152918.360,2516662.660,8981612.140,340962968.870,0,0,0,0,19.000,14,clúster-7,F
NAVARRA,1.000,14759.250,4917.100,-352.350,-352.350,0,0,0,0,21.000,12,clúster-8,F
BARCELONA,2.000,583625.980,798857.530,114608.200,6289866.460,0,0,0,0,29.000,12,clúster-5,F
MADRID,9.000,380214.940,17064.160,3624.040,19219.680,0,0,0,0,20.000,9,clúster-8,F
MURCIA,7.000,636229.520,471927.580,167834.940,116701.210,0,0,0,0,14.000,6,clúster-3,F
ILLES BALEARS,1.000,0.000,27390.370,4460.750,729983.960,0,0,0,0,17.000,12,clúster-4,F
GIPUZKOA,4.000,295839.310,149103.160,42393.500,65903.560,0,0,0,0,13.000,3,clúster-3,F
CADIZ,11.000,1063206.140,367052.780,-207680.910,6143.700,0,0,0,0,15.000,7,clúster-3,F
ALICANTE,2.000,65901.610,45439.420,34921.690,45370.410,0,0,0,0,29.000,12,clúster-5,F
CORDOBA,6.000,304770.240,96898.150,-2130.910,19837.820,0,0,0,0,16.000,5,clúster-4,F
MADRID,6.000,440799.610,107355.320,93885.940,-10130.830,0,0,1,0,16.000,7,clúster-4,F
CORUÑA (A),1.000,50725.820,14940.290,3727.360,12048.330,0,0,0,0,17.000,6,clúster-4,F
BIZKAIA,2.000,28080.000,275130.160,-175290.200,3243766.370,0,0,0,0,18.000,13,clúster-4,F
GRANADA,2.000,83583.080,7341.210,16490.110,32619.000,0,0,0,0,14.000,10,clúster-3,F
MADRID,11.000,1034179.940,322989.460,355475.200,1607358.120,0,0,0,0,25.000,3,clúster-6,F
MADRID,2.000,71400.400,51625.980,1130.050,-967.400,0,0,0,0,19.000,13,clúster-8,F
CORDOBA,6.000,1520575.340,133699.100,226514.110,323553.520,0,0,0,0,26.000,7,clúster-6,F
BARCELONA,7.000,3574304.460,958363.750,634695.530,708722.830,0,0,0,0,33.000,7,clúster-5,F
MALAGA,23.000,5350053.860,1357067.420,-113346.520,218294.920,0,0,0,0,32.000,7,clúster-5,F
SALAMANCA,1.000,304356.390,203696.220,139220.050,50263.830,0,0,0,0,27.000,7,clúster-6,F
SANTA CRUZ DE TENERIFE,1.000,133687.850,16736.540,57511.310,40446.530,0,0,0,0,24.000,7,clúster-6,F
CANTABRIA,34.000,2506422.780,241181.990,2795691.230,3631027.150,0,0,0,0,29.000,8,clúster-5,F
ALMERIA,3.000,388944.340,184409.060,-26725.310,31527.130,0,0,0,0,26.000,7,clúster-6,F
CIUDAD REAL,4.000,160497.790,253925.170,-93416.770,-80565.590,0,0,0,0,25.000,6,clúster-6,F
ALICANTE,0.000,163364.230,95214.900,-69745.540,348578.380,0,0,0,0,34.000,3,clúster-5,F
MADRID,0.000,2963.640,520923.590,-335819.170,3739151.070,0,0,0,0,20.000,12,clúster-8,F
BARCELONA,1.000,72259.210,20142.790,63285.920,49604.150,0,0,0,0,22.000,10,clúster-7,F
BIZKAIA,4.000,323488.160,17217.290,26047.930,102703.120,0,0,0,0,25.000,13,clúster-6,F
MADRID,4.000,184347.290,39366.270,-12181.440,-45337.580,0,0,0,0,16.000,9,clúster-4,F
MURCIA,5.000,563648.660,114664.160,495341.700,630852.670,0,0,0,0,30.000,7,clúster-5,F
CUENCA,3.000,759955.720,213198.030,129838.220,188698.920,0,0,0,0,17.000,7,clúster-4,F
GRANADA,1.000,0.000,169808.440,-142083.330,-97863.630,0,0,0,0,21.000,7,clúster-8,F
ZARAGOZA,2.000,223494.870,247384.500,-120933.190,-75790.170,0,0,0,0,20.000,7,clúster-8,F
ALICANTE,24.000,11.190,97869.030,6755.550,152890.920,0,0,0,0,27.000,9,clúster-6,F
ILLES BALEARS,7.000,533446.420,203807.930,-13259.560,757399.490,0,0,0,0,24.000,6,clúster-6,F
ALICANTE,2.000,36934.480,62607.990,13506.510,65715.080,0,0,0,0,15.000,7,clúster-3,F
BIZKAIA,6.000,397079.470,74901.240,122648.890,115718.470,0,0,0,0,15.000,18,clúster-3,F
LLEIDA,1.000,3623.940,975.000,29796.040,39921.020,0,0,0,0,14.000,13,clúster-3,F
ARABA,3.000,407197.890,167200.330,96105.700,112493.980,0,0,0,0,30.000,6,clúster-5,F
ASTURIAS,3.000,34950.690,144273.030,-136991.770,-126317.610,0,0,0,0,19.000,14,clúster-8,F
LLEIDA,0.000,512888.590,146983.770,39409.010,43202.900,0,0,0,0,18.000,7,clúster-4,F
BARCELONA,4.000,406528.560,201359.940,2737136.770,7557312.090,0,0,0,0,16.000,12,clúster-4,F
LEON,1.000,33802.640,-63809.990,74182.910,59420.750,0,0,0,0,23.000,8,clúster-7,F
PONTEVEDRA,1.000,58889.000,95078.980,175107.110,745858.070,0,0,0,0,20.000,14,clúster-8,F
ILLES BALEARS,3.000,187483.110,36374.510,30554.980,136305.710,0,0,0,0,24.000,7,clúster-6,F
ILLES BALEARS,5.000,514305.070,117005.330,-81417.990,231544.110,0,0,0,0,29.000,18,clúster-5,F
MADRID,7.000,293374.800,1480421.940,12999645.790,11833230.040,0,0,0,0,29.000,6,clúster-5,F
MADRID,2.000,174433.560,45710.460,410.420,410.420,0,0,0,0,15.000,10,clúster-3,F
MADRID,13.000,503356.000,172341.710,-75483.110,-200387.900,0,0,0,0,18.000,9,clúster-4,F
SEVILLA,2.000,182778.600,52421.530,32297.970,177487.150,0,0,0,0,13.000,3,clúster-3,F
BARCELONA,150.000,0.000,0.000,2052.300,2052.300,0,0,0,0,34.000,16,clúster-5,F
NAVARRA,3.000,130666.140,41732.040,121107.120,288541.640,0,0,0,0,18.000,3,clúster-4,F
ILLES BALEARS,2.000,109282.350,8801.360,70008.900,87952.700,0,0,0,0,25.000,6,clúster-6,F
VALENCIA,4.000,197850.930,42732.390,141707.070,183855.220,0,0,0,0,27.000,3,clúster-6,F
NAVARRA,33.000,2632143.010,949662.220,-142808.520,-145330.480,0,0,0,0,18.000,7,clúster-4,F
PONTEVEDRA,4.000,146123.570,469.580,12636.400,34981.570,0,0,0,0,20.000,9,clúster-8,F
MALAGA,1.000,305292.040,1373949.510,-1272882.990,2510849.510,0,0,0,0,22.000,12,clúster-7,F
GRANADA,23.000,3937163.550,1373935.330,326202.410,665860.360,0,0,0,0,21.000,7,clúster-8,F
MADRID,6.000,747737.030,258310.900,-92291.920,-109985.500,0,0,0,0,26.000,7,clúster-6,F
NAVARRA,19.000,785645.220,344813.700,241277.740,331701.740,0,0,0,0,18.000,6,clúster-4,F
MADRID,2.000,149998.750,141557.220,-19727.250,-7448.960,0,0,0,0,21.000,7,clúster-8,F
ILLES BALEARS,14.000,978809.520,225067.190,993102.430,2143680.960,0,0,0,0,29.000,8,clúster-5,F
TOLEDO,1.000,393055.650,1012434.070,-82220.980,13672.110,0,0,0,0,17.000,3,clúster-4,F
ILLES BALEARS,28.000,8264.470,482260.460,489709.110,1367606.470,0,0,0,0,29.000,6,clúster-5,F
LLEIDA,2.000,139783.740,10544.790,60081.680,94373.430,0,0,0,0,17.000,7,clúster-4,F
ARABA,1.000,13192.680,9243.280,-8111.170,8942.010,0,0,0,0,14.000,7,clúster-3,F
ALICANTE,1.000,101014.660,36777.900,43824.560,86576.240,0,0,0,0,19.000,3,clúster-8,F
VALENCIA,1.000,0.000,12155.560,104211.360,125825.950,0,0,1,1,22.000,9,clúster-7,T
BIZKAIA,15.000,3035760.540,799973.680,110298.980,505646.520,0,0,0,0,31.000,3,clúster-5,F
VALENCIA,5.000,1263153.960,59662.460,73975.460,103781.580,0,0,0,0,21.000,9,clúster-8,F
BADAJOZ,1.000,84144.110,35924.490,4126.510,7954.050,0,0,0,0,25.000,6,clúster-6,F
MADRID,11.000,304756.120,13620.890,78466.910,97913.460,0,0,0,0,18.000,16,clúster-4,F
GIRONA,8.000,329186.000,110852.570,84919.960,14665.530,0,0,0,0,24.000,18,clúster-6,F
MADRID,1.000,360.000,10443.670,260615.790,792079.300,0,0,0,0,23.000,12,clúster-7,F
MURCIA,1.000,64000.010,45010.140,10390.700,13662.080,0,0,0,0,26.000,7,clúster-6,F
CORUÑA (A),1.000,0.000,20844.820,138300.990,137584.290,0,0,0,0,24.000,8,clúster-6,F
MADRID,4.000,1553597.660,661158.370,24541.690,584480.080,0,0,0,0,26.000,7,clúster-6,F
BIZKAIA,10.000,1691991.560,314450.920,465582.710,567551.460,0,0,0,0,21.000,7,clúster-8,F
ILLES BALEARS,2.000,350365.800,125308.500,8749.480,25736.770,0,0,0,0,18.000,6,clúster-4,F
MADRID,19.000,3457867.020,2526400.120,993508.280,1917202.210,0,0,0,0,22.000,6,clúster-7,F
BARCELONA,11.000,2213688.440,598325.820,589771.560,506688.710,0,0,0,0,16.000,3,clúster-4,F
BIZKAIA,13.000,1411793.000,353580.440,643487.110,771965.770,0,0,0,0,21.000,8,clúster-8,F
BARCELONA,1.000,107587.860,78600.550,6905.020,8138.470,0,0,0,0,20.000,6,clúster-8,F
BIZKAIA,14.000,611377.110,132983.210,-28996.550,67818.490,0,0,0,0,21.000,3,clúster-8,F
SALAMANCA,1.000,91816.300,16736.510,779.390,20312.510,0,0,0,0,19.000,7,clúster-8,F
CIUDAD REAL,3.000,223895.140,112877.180,-24972.020,40111.450,0,0,0,0,14.000,6,clúster-3,F
VALENCIA,1.000,91824.290,78770.930,273417.710,47863.450,0,0,0,0,17.000,13,clúster-4,F
ILLES BALEARS,9.000,2090407.780,839983.880,667836.420,682885.160,0,0,0,0,29.000,7,clúster-5,F
SALAMANCA,3.000,998984.940,300766.540,1097690.670,325381.810,0,0,0,0,21.000,3,clúster-8,F
VALENCIA,2.000,0.000,61592.530,309916.760,193266.260,0,0,0,0,19.000,1,clúster-8,F
VALENCIA,0.000,93761.020,83896.070,7125.880,67820.970,1,0,0,0,26.000,8,clúster-6,F
OURENSE,1.000,125817.610,15352.820,24540.070,27347.580,0,0,0,0,26.000,8,clúster-6,F
ASTURIAS,4.000,544033.970,449079.000,-262326.130,45515.640,0,0,0,0,16.000,3,clúster-4,F
GRANADA,1.000,0.000,947805.530,-947805.530,-466714.040,0,0,0,0,20.000,3,clúster-8,F
NAVARRA,11.000,579560.800,103872.900,53444.780,98202.420,0,0,0,0,22.000,3,clúster-7,F
VALENCIA,1.000,248997.600,62441.820,259755.710,283754.540,0,0,0,0,18.000,7,clúster-4,F
VALENCIA,1.000,254404.300,66810.360,101556.650,127781.730,0,0,0,0,15.000,7,clúster-3,F
ZARAGOZA,1.000,308413.240,74884.050,112780.690,86517.990,0,0,0,0,14.000,3,clúster-3,F
GIRONA,5.000,732980.490,49948.490,240542.690,245660.740,0,0,0,0,47.000,6,clúster-5,F
MADRID,3.000,50957.490,52209.050,6652.790,18064.700,0,0,0,0,19.000,13,clúster-8,F
OURENSE,10.000,4985025.520,905832.770,-136740.320,306878.280,0,0,0,0,22.000,7,clúster-7,F
MADRID,8.000,478388.530,482765.590,-289124.440,-159782.730,0,0,0,0,18.000,6,clúster-4,F
TOLEDO,1.000,123586.500,233155.350,-110762.270,-107264.880,0,0,0,0,13.000,3,clúster-3,F
GUADALAJARA,1.000,251120.690,322798.350,-112812.230,14631.750,0,0,0,0,25.000,6,clúster-6,F
PONTEVEDRA,25.000,3078781.100,954561.270,146687.000,68654.340,0,0,0,0,15.000,6,clúster-3,F
TOLEDO,1.000,0.000,160429.180,-106880.580,461280.910,0,0,0,0,13.000,6,clúster-3,F
CADIZ,1.000,36548.700,14517.380,43233.970,58005.100,0,0,0,0,26.000,3,clúster-6,F
BIZKAIA,3.000,188532.180,99024.310,-26723.850,1643.710,0,0,0,0,20.000,13,clúster-8,F
SALAMANCA,9.000,762763.360,116734.370,38073.890,424345.430,0,0,0,0,17.000,9,clúster-4,F
