PROVINCIA,EMPLEADOS,VENTAS,ENDEUDAMIENTO_CORTO_PLAZO,FONDO_MANIOBRA,FONDOS_PROPIOS,ScoreBinario,DummieConcursoAcreedores,DummieReclamaciones,DummieIncidencias,AñosConstitucion,CNAE_Categorias,$T-Bietápico,$O-Anomaly
MALAGA,9.000,406569.560,88902.230,-44012.410,36402.480,0,0,0,0,22.000,8,clúster-7,F
LA RIOJA,6.000,364040.670,34722.930,293431.530,736747.880,0,0,0,0,20.000,14,clúster-8,F
BARCELONA,40.000,4301108.130,336871.930,310548.950,2164499.570,0,0,0,0,47.000,9,clúster-5,F
CADIZ,5.000,291602.440,298683.490,-110830.510,115517.290,0,0,0,0,17.000,9,clúster-4,F
GIRONA,0.000,0.000,135385.190,-126784.410,1067264.510,0,0,0,0,20.000,12,clúster-8,F
VALENCIA,3.000,149500.030,54077.430,66047.570,75808.210,0,0,0,0,26.000,7,clúster-6,F
BARCELONA,16.000,5934426.020,2360949.400,467589.750,661652.530,0,0,1,0,37.000,7,clúster-5,F
MADRID,1.000,33417.020,27019.150,16164.740,43861.560,0,0,0,0,28.000,13,clúster-5,F
VALENCIA,1.000,320538.070,101486.720,-24301.020,146866.380,0,0,0,0,14.000,6,clúster-3,F
MADRID,1.000,40200.000,4709.830,984605.500,671191.740,0,0,0,0,24.000,12,clúster-6,F
MURCIA,2.000,299303.310,135168.420,963983.130,10413113.920,0,0,0,0,23.000,12,clúster-7,F
MADRID,2.000,283653.220,469365.760,-130991.140,-125402.320,0,0,0,0,22.000,8,clúster-7,F
BIZKAIA,14.000,2479663.130,496689.170,602207.810,1837868.150,0,0,0,0,23.000,7,clúster-7,F
BARCELONA,1.000,444212.980,473794.090,19894.400,48535.480,0,0,0,0,29.000,7,clúster-5,F
BARCELONA,25.000,3245306.240,951819.340,157051.530,1557051.870,0,0,0,0,34.000,7,clúster-5,F
ALBACETE,7.000,1035384.390,67861.880,69578.700,193544.930,0,0,0,0,28.000,7,clúster-5,F
VALENCIA,2.000,207585.640,65668.340,80351.040,97256.100,0,0,0,0,29.000,19,clúster-5,F
LAS PALMAS,8.000,417368.140,96486.690,57161.040,-74809.250,0,0,0,0,17.000,9,clúster-4,F
VALENCIA,28.000,468230.890,205591.010,-112711.890,42244.550,0,0,0,0,15.000,17,clúster-3,F
NAVARRA,31.000,2188672.390,1034378.260,32653.020,122860.080,0,0,0,0,24.000,6,clúster-6,F
BARCELONA,1.000,0.000,577994.210,-257251.480,1586504.580,0,0,0,0,29.000,12,clúster-5,F
AVILA,5.000,379877.640,215057.690,-95207.510,562602.540,0,0,0,0,21.000,1,clúster-8,F
AVILA,9.000,3992891.570,370968.440,1040819.950,2006033.850,0,0,0,0,25.000,3,clúster-6,F
MADRID,21.000,3572025.530,2467462.260,3826240.370,6166576.160,0,0,0,0,22.000,7,clúster-7,F
LA RIOJA,5.000,189578.660,8078.140,20056.700,478079.240,0,0,0,0,14.000,6,clúster-3,F
LUGO,10.000,557669.530,37989.520,6635.940,240544.190,0,0,0,0,29.000,7,clúster-5,F
ALMERIA,11.000,3214861.950,365381.310,27324.070,405077.150,0,0,0,0,29.000,18,clúster-5,F
GIRONA,18.000,1927014.010,873899.790,1346200.510,1741381.630,0,0,0,0,49.000,6,clúster-5,F
TOLEDO,1.000,45515.450,199411.260,-5717.850,15805.620,0,0,0,0,21.000,7,clúster-8,F
BIZKAIA,2.000,105998.000,39334.470,64213.390,-5854.540,1,0,0,0,16.000,10,clúster-4,F
GIRONA,1.000,25000.000,-53250.790,209052.370,377207.330,0,0,0,0,14.000,13,clúster-3,F
BARCELONA,13.000,425582.740,-6806.940,15723.700,5890.870,0,0,0,0,18.000,17,clúster-4,F
CORDOBA,2.000,0.000,332112.830,-208359.570,-490398.450,0,0,1,1,29.000,18,clúster-5,T
LLEIDA,6.000,428991.040,141763.050,290518.650,31130.010,0,0,0,0,22.000,6,clúster-7,F
PONTEVEDRA,6.000,470694.200,576190.590,37475.160,41287.410,0,0,0,0,32.000,3,clúster-5,F
BARCELONA,20.000,998674.510,245165.370,81505.720,304522.890,0,0,0,0,24.000,17,clúster-6,F
BARCELONA,12.000,2379169.340,882938.070,52682.060,715044.580,0,0,0,0,31.000,7,clúster-5,F
MADRID,2.000,289505.950,221556.710,-83674.100,1622282.640,0,0,0,0,23.000,18,clúster-7,F
BARCELONA,2.000,276092.830,36284.650,63767.550,95608.870,0,0,0,0,28.000,3,clúster-5,F
CORDOBA,4.000,363279.400,85483.860,97681.090,107119.760,0,0,0,0,28.000,3,clúster-5,F
CORDOBA,23.000,3132069.180,1126809.180,339427.250,608400.260,0,0,0,0,29.000,3,clúster-5,F
VALENCIA,2.000,62562.410,18811.860,26702.050,29710.170,0,0,0,0,17.000,13,clúster-4,F
MURCIA,2.000,864534.210,87922.460,92619.030,20747.310,0,0,0,0,21.000,7,clúster-8,F
MADRID,1.000,118806.710,468570.970,1646647.540,8446340.760,0,0,0,0,28.000,14,clúster-5,F
GIRONA,14.000,1257938.510,94492.940,101849.620,223028.030,0,0,0,0,39.000,3,clúster-5,F
CANTABRIA,35.000,4808303.700,438893.320,4109504.330,5068557.080,0,0,0,0,27.000,7,clúster-6,F
LUGO,3.000,471669.930,41247.540,283243.050,314115.960,0,0,0,0,23.000,9,clúster-7,F
ZARAGOZA,9.000,0.000,44002.130,-42369.890,1066528.230,0,0,0,0,22.000,4,clúster-7,F
ALICANTE,2.000,22380.000,1928388.970,2429740.090,5537651.880,0,0,0,0,29.000,6,clúster-5,F
CORUÑA (A),3.000,282187.390,49999.120,42911.120,62179.400,0,0,0,0,22.000,3,clúster-7,F
BARCELONA,1.000,90142.260,36939.570,138888.100,373356.310,0,0,0,0,21.000,18,clúster-8,F
CORUÑA (A),0.000,250089.260,154052.630,-45025.680,-74191.860,0,0,0,0,20.000,3,clúster-8,F
CORDOBA,4.000,344574.520,40750.900,755819.440,860859.270,0,0,0,0,29.000,3,clúster-5,F
MURCIA,1.000,50059.460,14020.340,22190.780,89472.920,0,0,0,0,20.000,14,clúster-8,F
TERUEL,7.000,443844.300,77140.500,94371.100,204337.130,0,0,0,0,27.000,3,clúster-6,F
JAEN,5.000,495743.860,568293.840,429838.750,217178.900,0,0,0,0,29.000,6,clúster-5,F
LAS PALMAS,1.000,25830.070,-18064.640,486075.210,769484.750,0,0,0,0,21.000,6,clúster-8,F
JAEN,4.000,487691.280,228696.870,77497.800,452347.170,0,0,0,0,14.000,3,clúster-3,F
BARCELONA,2.000,570392.660,13851.520,672226.920,748451.240,0,0,0,0,29.000,18,clúster-5,F
SALAMANCA,4.000,770391.270,1001075.010,279603.910,751069.180,0,0,0,0,19.000,7,clúster-8,F
ZAMORA,3.000,549365.400,83834.960,678224.460,692595.220,0,0,0,0,34.000,7,clúster-5,F
SALAMANCA,3.000,2951113.410,392678.130,2309445.570,2565217.530,0,0,0,0,29.000,7,clúster-5,F
TARRAGONA,42.000,2818487.640,733881.790,1074848.200,2964020.460,0,0,0,0,35.000,3,clúster-5,F
MALAGA,1.000,0.000,27990.220,-23681.990,171982.170,0,0,0,0,24.000,7,clúster-6,F
ILLES BALEARS,1.000,129074.970,102176.640,465043.830,3250095.180,0,0,1,0,21.000,6,clúster-8,F
ZARAGOZA,4.000,407454.450,61029.960,196910.530,271470.110,0,0,0,0,20.000,3,clúster-8,F
MURCIA,49.000,7091953.720,4930620.040,2657864.060,2998830.110,0,0,0,0,31.000,3,clúster-5,F
JAEN,3.000,86146.810,31098.450,85252.410,102479.600,0,0,0,0,29.000,6,clúster-5,F
MADRID,30.000,1776115.750,265272.420,229984.350,1005858.100,0,0,0,0,39.000,9,clúster-5,F
OURENSE,6.000,782566.440,441745.750,71756.900,250376.680,0,0,0,0,30.000,3,clúster-5,F
ILLES BALEARS,0.000,38947.250,524367.950,-441415.070,34778.940,1,0,1,0,23.000,18,clúster-7,T
BARCELONA,1.000,158330.280,45105.430,35667.870,25233.670,0,0,0,0,23.000,3,clúster-7,F
BIZKAIA,8.000,7773646.350,1047270.900,269345.500,525674.990,0,0,0,0,43.000,7,clúster-5,F
SALAMANCA,10.000,4211020.970,941580.810,453335.370,600622.330,0,0,0,0,24.000,7,clúster-6,F
LLEIDA,1.000,141225.670,280087.400,60487.730,84848.720,0,0,0,0,22.000,7,clúster-7,F
ILLES BALEARS,12.000,515119.980,289999.020,527617.730,354429.410,0,0,0,0,34.000,3,clúster-5,F
SANTA CRUZ DE TENERIFE,12.000,1198064.010,269691.190,258299.590,393242.240,0,0,0,0,19.000,7,clúster-8,F
ILLES BALEARS,8.000,691669.360,86652.790,347956.550,394069.970,0,0,0,0,25.000,6,clúster-6,F
TARRAGONA,7.000,1850273.150,724415.270,24276.260,48693.360,0,0,0,0,34.000,6,clúster-5,F
MADRID,1.000,62891.120,31469.110,-27561.980,7673.950,0,0,0,0,17.000,12,clúster-4,F
TARRAGONA,18.000,1838503.000,382792.920,482882.580,678363.010,0,0,0,0,30.000,3,clúster-5,F
SANTA CRUZ DE TENERIFE,8.000,1021704.220,148445.940,64264.170,404508.890,0,0,0,0,19.000,7,clúster-8,F
ILLES BALEARS,5.000,453592.630,160349.690,66936.670,71384.710,0,0,0,0,19.000,13,clúster-8,F
ASTURIAS,16.000,1460482.840,240217.590,225894.520,248950.580,0,0,0,0,26.000,8,clúster-6,F
VALENCIA,2.000,2657547.410,319934.570,448336.090,67431431.500,0,0,0,0,17.000,12,clúster-4,F
TARRAGONA,27.000,1992393.320,465083.080,2099328.710,3054138.210,0,0,0,0,42.000,8,clúster-5,F
CANTABRIA,3.000,90942.550,496253.140,-74308.630,-27278.460,0,0,0,0,16.000,7,clúster-4,F
CADIZ,5.000,1530220.800,457254.760,174431.600,130227.680,0,0,0,0,30.000,7,clúster-5,F
BIZKAIA,20.000,1714349.620,436280.000,2584940.690,3338763.580,0,0,0,0,29.000,6,clúster-5,F
NAVARRA,5.000,341811.120,69189.800,150648.250,401263.550,0,0,0,0,29.000,3,clúster-5,F
LUGO,3.000,243221.200,159092.790,-57567.330,21079.680,0,0,0,0,27.000,13,clúster-6,F
ILLES BALEARS,1.000,0.000,350090.560,-336965.650,-253844.600,1,0,1,1,25.000,9,clúster-6,T
MURCIA,2.000,136132.470,43258.950,6990.640,72547.980,0,0,0,0,17.000,10,clúster-4,F
MURCIA,1.000,24897.360,137933.600,1364042.000,5169189.870,0,0,0,0,29.000,6,clúster-5,F
ZARAGOZA,10.000,1803619.500,1469298.200,1969895.600,3947070.700,0,0,0,0,27.000,6,clúster-6,F
MALAGA,10.000,564827.230,253123.610,-120640.360,31610.910,0,0,0,0,15.000,6,clúster-3,F
SANTA CRUZ DE TENERIFE,14.000,1060816.000,169963.370,539284.740,242804.620,0,0,0,0,23.000,7,clúster-7,F
VALENCIA,1.000,306097.970,136692.910,128219.250,132595.970,0,0,0,0,22.000,7,clúster-7,F
VALLADOLID,27.000,1490059.930,270322.960,-84897.040,1899481.740,0,0,0,0,29.000,9,clúster-5,F
VALENCIA,17.000,979709.620,203058.260,273209.530,194221.180,0,0,0,0,34.000,7,clúster-5,F
CORDOBA,5.000,536919.870,137431.720,259030.400,1141380.400,0,0,0,0,29.000,1,clúster-5,F
SALAMANCA,1.000,272552.950,479671.400,111169.230,121487.380,0,0,0,0,22.000,7,clúster-7,F
ILLES BALEARS,13.000,912971.720,205485.750,148540.330,215502.510,0,0,0,0,35.000,6,clúster-5,F
BURGOS,13.000,1473424.830,774744.670,-91113.120,687806.490,0,0,0,0,28.000,3,clúster-5,F
BARCELONA,4.000,385582.990,63997.010,-51779.900,2353081.890,0,0,0,0,29.000,12,clúster-5,F
SANTA CRUZ DE TENERIFE,3.000,104063.250,11238.020,26318.180,64311.820,0,0,0,0,23.000,18,clúster-7,F
SALAMANCA,8.000,555213.470,67208.050,369888.960,564661.550,0,0,0,0,20.000,10,clúster-8,F
TARRAGONA,1.000,82461.430,278044.020,68457.390,75906.360,0,0,0,0,26.000,6,clúster-6,F
MADRID,1.000,0.000,81411.800,-77403.960,-50405.460,0,0,0,0,20.000,9,clúster-8,F
LAS PALMAS,4.000,120646.430,193718.950,439334.170,759674.150,0,0,0,0,28.000,13,clúster-5,F
ZARAGOZA,2.000,135111.970,20550.730,30484.220,27178.570,0,0,0,0,26.000,14,clúster-6,F
PONTEVEDRA,7.000,1821995.850,356668.780,239746.570,1222892.480,0,0,0,0,34.000,7,clúster-5,F
BADAJOZ,1.000,0.000,402408.510,-401066.180,425456.330,0,0,0,0,18.000,9,clúster-4,F
VALENCIA,2.000,574300.170,613477.940,523407.040,427815.610,0,0,0,0,26.000,7,clúster-6,F
LEON,2.000,85120.980,12081.780,17274.020,25964.840,0,0,0,0,26.000,9,clúster-6,F
CORDOBA,3.000,306690.660,44650.930,133889.120,157892.340,0,0,0,0,23.000,6,clúster-7,F
BARCELONA,1.000,404487.890,52663.440,42110.010,109121.910,0,0,0,0,14.000,8,clúster-3,F
JAEN,4.000,633569.370,63361.530,266851.470,331864.890,0,0,0,0,19.000,17,clúster-8,F
SANTA CRUZ DE TENERIFE,3.000,127199.110,12362.150,147404.200,149600.400,0,0,0,0,21.000,3,clúster-8,F
SANTA CRUZ DE TENERIFE,8.000,1811460.730,613506.640,533834.240,556195.720,0,0,0,0,35.000,7,clúster-5,F
CORDOBA,6.000,2760615.590,1784372.450,274355.420,528756.790,0,0,0,0,27.000,3,clúster-6,F
VALENCIA,2.000,180690.530,22071.450,57568.050,127680.130,0,0,0,0,20.000,7,clúster-8,F
PONTEVEDRA,5.000,202588.290,157322.760,848735.480,1018043.110,0,0,0,0,30.000,3,clúster-5,F
SANTA CRUZ DE TENERIFE,185.000,16526387.920,4044507.060,3271112.820,17848039.730,0,0,0,0,31.000,7,clúster-5,F
BARCELONA,6.000,1314360.760,209880.870,395737.920,469295.040,0,0,0,0,53.000,7,clúster-5,F
ZARAGOZA,3.000,621848.390,300794.160,321883.780,1084191.220,0,0,0,0,30.000,6,clúster-5,F
GIRONA,1.000,42679.640,47753.380,-40487.050,177895.820,0,0,0,0,18.000,12,clúster-4,F
MADRID,1.000,0.000,259097.070,-256474.020,13585.350,0,0,0,0,14.000,6,clúster-3,F
JAEN,5.000,236355.990,317580.650,98775.870,951044.150,0,0,0,0,29.000,6,clúster-5,F
VALENCIA,1.000,631734.550,125325.110,500600.740,979964.170,0,0,0,0,18.000,8,clúster-4,F
AVILA,5.000,165054.660,2677559.540,-1005198.200,390003.900,0,0,0,0,22.000,6,clúster-7,F
OURENSE,1.000,661896.920,14571.590,943463.930,1130114.930,0,0,0,0,29.000,1,clúster-5,F
JAEN,1.000,2504.500,421245.850,-414011.290,533866.260,0,0,0,0,29.000,3,clúster-5,F
GIRONA,3.000,206138.440,214095.530,-85600.780,-70244.080,0,0,0,0,28.000,6,clúster-5,F
SANTA CRUZ DE TENERIFE,4.000,148600.490,145527.830,-143352.410,-72485.280,0,0,0,0,24.000,9,clúster-6,F
CASTELLON,62.000,2017707.500,482733.120,156400.340,326998.330,0,0,0,0,36.000,7,clúster-5,F
CORDOBA,6.000,239576.100,23848.420,-6036.260,323083.710,0,0,0,0,18.000,9,clúster-4,F
LUGO,2.000,0.000,1470.570,227486.320,254324.790,0,0,0,0,29.000,7,clúster-5,F
ZARAGOZA,15.000,1086571.520,617226.840,-268743.790,202535.160,0,0,0,0,35.000,3,clúster-5,F
GIRONA,1.000,142775.970,9847.680,23879.780,23742.790,0,0,0,0,23.000,13,clúster-7,F
SEVILLA,3.000,522241.260,336117.980,1118.400,178355.400,0,0,0,0,24.000,7,clúster-6,F
JAEN,6.000,407856.960,39476.610,201705.950,392965.300,0,0,0,0,28.000,7,clúster-5,F
BIZKAIA,47.000,1410216.690,730935.670,-397363.640,-119483.680,1,0,0,0,53.000,3,clúster-5,F
BIZKAIA,11.000,748047.000,570846.270,-109071.590,109581.360,0,0,0,0,30.000,10,clúster-5,F
MADRID,1.000,0.000,0.000,0.000,-528209.610,0,0,0,0,20.000,6,clúster-8,F
BIZKAIA,7.000,2138253.390,744893.620,342910.150,324327.900,0,0,0,0,31.000,7,clúster-5,F
CASTELLON,27.000,1604820.750,559103.290,470909.590,742489.110,0,0,0,0,22.000,1,clúster-7,F
VALENCIA,2.000,117394.480,37680.640,659970.920,46589.900,0,0,0,0,25.000,7,clúster-6,F
GIRONA,1.000,109093.520,798784.180,-267772.770,202505.730,0,0,0,0,22.000,7,clúster-7,F
MADRID,13.000,6086557.950,1777665.140,470808.040,717018.780,0,0,0,0,28.000,7,clúster-5,F
GIRONA,3.000,0.000,10082329.700,35881.910,12995901.700,0,0,0,0,29.000,12,clúster-5,F
BARCELONA,12.000,3569892.460,612342.710,-55596.640,373054.420,0,0,0,0,32.000,7,clúster-5,F
CASTELLON,1.000,117249.910,31205.550,14111.600,22602.350,0,0,0,0,15.000,7,clúster-3,F
LLEIDA,23.000,1939132.490,466543.440,2014283.810,1553116.470,0,0,0,0,29.000,17,clúster-5,F
MADRID,15.000,687857.660,1178917.700,-177522.610,371467.990,0,0,0,0,25.000,9,clúster-6,F
BIZKAIA,7.000,615155.980,69148.390,75844.860,82436.650,0,0,0,0,26.000,7,clúster-6,F
CIUDAD REAL,2.000,128259.090,152992.510,-35697.200,45911.340,0,0,0,0,30.000,6,clúster-5,F
BARCELONA,1.000,277533.370,32139.590,149205.900,2614821.550,0,0,0,0,26.000,13,clúster-6,F
ARABA,8.000,1501219.710,289209.260,11546.840,266410.210,0,0,0,0,29.000,6,clúster-5,F
GIRONA,10.000,510956.510,15552.650,11361.290,9747.620,0,0,0,0,23.000,3,clúster-7,F
VALENCIA,3.000,147754.360,95047.330,-66851.430,11638.600,1,0,0,0,25.000,6,clúster-6,F
SEVILLA,2.000,233775.450,412146.800,-315057.340,154349.780,0,0,0,0,22.000,13,clúster-7,F
ZARAGOZA,34.000,3908538.700,1295733.120,785352.620,1021913.560,0,0,0,0,36.000,3,clúster-5,F
CASTELLON,1.000,46964.910,6289.510,111611.240,113347.800,0,0,0,0,31.000,6,clúster-5,F
MALAGA,212.000,1938824.320,515157.570,73999.360,294258.860,0,0,0,0,28.000,14,clúster-5,F
MADRID,40.000,864853.790,104731.570,1762159.700,1759524.800,0,0,0,0,16.000,8,clúster-4,F
CASTELLON,2.000,164839.000,59586.700,90660.610,116783.050,0,0,0,0,28.000,7,clúster-5,F
CASTELLON,48.000,5694855.240,1181035.490,355359.140,1017146.740,0,0,0,0,21.000,3,clúster-8,F
TARRAGONA,13.000,2592477.540,374134.910,909898.740,1183321.410,0,0,0,0,31.000,7,clúster-5,F
MADRID,124.000,1193183.480,285664.040,-97147.330,43819.030,0,0,0,0,18.000,14,clúster-4,F
CORUÑA (A),1.000,44170.630,21633.540,-16000.540,13048.960,0,0,0,0,22.000,13,clúster-7,F
BARCELONA,3.000,318141.500,132015.200,202243.790,211907.700,0,0,0,0,29.000,3,clúster-5,F
MADRID,1.000,22703.980,1140.990,4184.500,8155.770,0,0,0,0,29.000,14,clúster-5,F
LLEIDA,4.000,976043.500,256782.580,235849.000,268258.620,0,0,0,0,22.000,7,clúster-7,F
VALENCIA,8.000,570927.700,174797.290,240113.470,252907.200,0,0,0,0,31.000,7,clúster-5,F
BARCELONA,1.000,0.000,35788.180,-28704.110,-27448.000,0,0,0,0,17.000,10,clúster-4,F
ZARAGOZA,22.000,4439992.370,979501.340,895584.160,979890.790,0,0,0,0,41.000,7,clúster-5,F
TOLEDO,2.000,86556.380,136726.560,-97893.770,1852013.050,0,0,0,0,18.000,1,clúster-4,F
BARCELONA,0.000,535000.000,483457.420,152457.250,152457.250,0,0,0,0,32.000,6,clúster-5,F
MADRID,4.000,2170277.700,1250407.750,-224471.590,-87565.560,0,0,0,0,16.000,7,clúster-4,F
CASTELLON,4.000,929523.890,394702.350,25216.090,53976.740,0,0,0,0,25.000,7,clúster-6,F
TARRAGONA,3.000,2403181.040,374307.580,915138.210,2099398.250,0,0,0,0,31.000,7,clúster-5,F
ZARAGOZA,2.000,219376.300,433371.840,-277462.900,14899.980,1,0,0,0,29.000,7,clúster-5,F
LAS PALMAS,1.000,0.000,126588.130,26680.460,118192.180,0,0,0,0,16.000,6,clúster-4,F
MURCIA,18.000,1102745.930,466745.740,426411.980,513360.910,0,0,0,0,21.000,10,clúster-8,F
BARCELONA,8.000,1546979.900,148420.430,516297.650,336532.140,0,0,0,0,25.000,3,clúster-6,F
JAEN,1.000,82989.610,573867.560,2223517.770,632067.710,0,0,0,0,19.000,6,clúster-8,F
CADIZ,10.000,1630580.110,210248.430,633718.950,943430.680,0,0,0,0,41.000,7,clúster-5,F
VALENCIA,1.000,71609.620,233662.140,99110.140,32013.970,0,0,0,0,20.000,7,clúster-8,F
MALAGA,16.000,929708.130,257479.800,-86654.330,-39151.740,0,0,0,0,17.000,9,clúster-4,F
LA RIOJA,8.000,1026371.260,450390.560,1193479.200,1284280.960,0,0,0,0,26.000,3,clúster-6,F
VALENCIA,7.000,1008470.160,407712.730,625399.120,590458.680,0,0,0,0,33.000,7,clúster-5,F
MURCIA,12.000,13689192.620,6738814.100,198133.090,3139247.000,0,0,0,0,26.000,7,clúster-6,F
BIZKAIA,3.000,128797.000,213317.640,-205628.620,-138127.780,0,0,0,0,24.000,16,clúster-6,F
CASTELLON,14.000,385004.540,113196.280,665236.510,295730.690,0,0,0,0,29.000,7,clúster-5,F
LUGO,9.000,434708.010,35697.610,136303.340,244567.280,0,0,0,0,20.000,8,clúster-8,F
LLEIDA,4.000,301710.550,165285.550,95424.350,85429.090,0,0,0,0,23.000,7,clúster-7,F
ZAMORA,35.000,1125931.130,804194.550,-661686.270,325993.890,0,0,0,0,28.000,17,clúster-5,F
OURENSE,1.000,2062191.010,208320.260,183440.420,275474.100,0,0,0,0,22.000,7,clúster-7,F
CORDOBA,6.000,280327.180,138676.200,11541.190,216621.710,0,0,0,0,26.000,3,clúster-6,F
LUGO,6.000,0.000,18399.810,68605.950,206180.100,0,0,0,0,21.000,14,clúster-8,F
GIRONA,3.000,69886.170,136471.450,75096.580,191350.640,0,0,0,0,29.000,12,clúster-5,F
BARCELONA,11.000,1711397.440,381723.290,398920.890,400791.390,0,0,0,0,35.000,7,clúster-5,F
MADRID,17.000,1454836.640,457991.480,215156.580,397354.450,0,0,0,0,34.000,3,clúster-5,F
MADRID,2.000,155541.070,14787.880,184738.660,1521605.210,0,0,0,0,29.000,8,clúster-5,F
BARCELONA,1.000,170889.100,210498.000,117235.030,58565.550,0,0,0,0,33.000,7,clúster-5,F
SANTA CRUZ DE TENERIFE,1.000,290717.340,3949.450,89697.160,163710.300,0,0,0,0,29.000,7,clúster-5,F
VALENCIA,4.000,469651.850,-96231.190,119128.660,209168.430,0,0,0,0,36.000,7,clúster-5,F
LUGO,1.000,16924.040,34100.200,-12415.480,-3382.120,0,0,0,0,24.000,3,clúster-6,F
VALENCIA,1.000,78998.880,64841.960,-454.120,84696.480,0,0,0,0,20.000,6,clúster-8,F
MADRID,6.000,252527.750,482563.330,-49803.320,-35349.480,0,0,0,0,21.000,19,clúster-8,F
SANTA CRUZ DE TENERIFE,1.000,79354.950,174233.170,-132862.650,528761.200,1,0,0,0,29.000,6,clúster-5,F
LLEIDA,20.000,3140535.220,572654.620,2616462.350,2675496.180,0,0,0,0,33.000,7,clúster-5,F
TOLEDO,2.000,28161.600,37659.500,-30306.560,-23111.630,0,0,0,0,29.000,3,clúster-5,F
ALBACETE,13.000,980383.140,440553.790,74626.690,15538.690,0,0,0,0,24.000,3,clúster-6,F
MADRID,1.000,58566.890,43405.100,-36405.100,-23411.370,0,0,0,0,22.000,7,clúster-7,F
SANTA CRUZ DE TENERIFE,13.000,1791785.040,399053.510,872364.610,926195.150,0,0,0,0,30.000,7,clúster-5,F
CUENCA,1.000,57198.510,49565.760,28410.550,81165.460,0,0,0,0,26.000,7,clúster-6,F
CORDOBA,8.000,658518.300,1611049.470,-1325872.990,208296.390,0,0,0,0,28.000,14,clúster-5,F
TARRAGONA,120.000,13334856.440,3162320.520,8069979.670,8781278.780,0,0,0,0,53.000,3,clúster-5,F
BARCELONA,13.000,1588172.320,312304.910,735093.140,789456.350,0,0,0,0,27.000,7,clúster-6,F
TOLEDO,1.000,26118.510,228851.140,-92115.660,-22362.470,0,0,0,0,26.000,6,clúster-6,F
SANTA CRUZ DE TENERIFE,1.000,0.000,2724.820,13821.000,13821.000,0,0,0,0,16.000,9,clúster-4,F
SEVILLA,3.000,760608.030,76005.850,587303.580,1347742.900,0,0,0,0,36.000,18,clúster-5,F
HUESCA,1.000,103555.470,60084.390,40358.990,26847.020,0,0,0,0,18.000,13,clúster-4,F
MADRID,1.000,84280.000,9993.550,658.690,49072.090,0,0,0,0,17.000,13,clúster-4,F
VALENCIA,9.000,794356.950,103127.930,320554.830,346343.390,0,0,0,0,27.000,7,clúster-6,F
GIRONA,1.000,39059.500,24145.830,36616.360,218575.500,0,0,0,0,17.000,6,clúster-4,F
BIZKAIA,2.000,359807.540,145176.720,-18060.410,-3377.070,0,0,0,0,29.000,3,clúster-5,F
GIPUZKOA,35.000,3543795.600,402825.430,655525.290,2569454.830,0,0,0,0,28.000,9,clúster-5,F
LUGO,22.000,4812467.590,1300488.150,-275364.310,321124.240,0,0,0,0,22.000,8,clúster-7,F
BARCELONA,102.000,16766448.000,6621336.000,1916929.000,8150926.000,0,0,0,0,21.000,3,clúster-8,F
MURCIA,0.000,125619.430,104265.460,-85077.300,4462258.570,0,0,0,0,19.000,1,clúster-8,F
MADRID,3.000,391874.430,841748.450,130586.790,188553.150,0,0,0,0,28.000,13,clúster-5,F
BURGOS,23.000,4014576.710,553551.690,-173225.640,50528.750,0,0,0,0,18.000,7,clúster-4,F
ALICANTE,2.000,15954.470,122424.180,-91381.330,-91381.330,0,0,0,0,26.000,7,clúster-6,F
TOLEDO,1.000,671496.990,60363.370,20286.220,-62156.780,0,0,0,0,24.000,7,clúster-6,F
LUGO,3.000,1894988.820,63151.030,20716.510,199389.240,0,0,0,0,29.000,14,clúster-5,F
PONTEVEDRA,2.000,120450.000,349884.290,2847493.210,3363535.910,0,0,0,0,29.000,6,clúster-5,F
CORUÑA (A),7.000,611761.350,113941.600,132427.070,269245.190,0,0,0,0,38.000,3,clúster-5,F
SANTA CRUZ DE TENERIFE,8.000,1011195.040,62240.680,446551.990,1475593.200,0,0,0,0,22.000,17,clúster-7,F
GIRONA,4.000,2284624.120,184883.500,888215.260,1020050.870,0,0,0,0,29.000,7,clúster-5,F
BURGOS,1.000,31149.170,115942.000,-112578.510,-54514.780,0,0,0,0,18.000,1,clúster-4,F
CASTELLON,4.000,413464.670,46689.220,316812.130,145996.480,0,0,0,0,31.000,9,clúster-5,F
MURCIA,8.000,2328059.810,601686.030,590192.340,664692.660,0,0,0,0,14.000,3,clúster-3,F
